CALIFICACION;LUGAR;MES;ANIO;HORA;IMP_BOL;DESCUENTO;PUNTOS;DENUNCIANTE;HECHO;VEL_LIMITE;VEL_CIRCULA;DIRECCION_ORIGINAL;CLASE_VIAL;VIAL;NOMINAL;ORDINAL;CALIFICADOR;POBLACION;PROVINCIA;CODIGO_VIAL
LEVE      ;CL DOCTOR GOMEZ ULLA 16                 ;7;2018;14.39;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;COSTANILLA DESAMPARADOS NUM 000017 ;COSTANILLA;DESAMPARADOS;NUM;17;  ;MADRID                                                                ;MADRID                   ;235500
LEVE      ;CL PINOS BAJA 81                        ;7;2018;19.44;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE CRISTO DE LA VICTORIA NUM 000145 ;CALLE;CRISTO DE LA VICTORIA;NUM;145;  ;MADRID                                                                ;MADRID                   ;219800
LEVE      ;CL AGUSTIN DE FOXA 34                   ;7;2018;19.24;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE CRISTO DE LA VICTORIA NUM 000213 ;CALLE;CRISTO DE LA VICTORIA;NUM;213;  ;MADRID                                                                ;MADRID                   ;219800
LEVE      ;AV ASTURIAS 35                          ;7;2018;16.44;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;CARRETERA BOADILLA DEL MONTE NUM 000042 ;CARRETERA;BOADILLA DEL MONTE;NUM;42;  ;MADRID                                                                ;MADRID                   ;109000
LEVE      ;CL AGUILEÑAS 4                          ;7;2018;20.15;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE CRUZ VERDE NUM 000035 ;CALLE;CRUZ VERDE;NUM;35;  ;MADRID                                                                ;MADRID                   ;221800
LEVE      ;CL CARDENAL BELLUGA 15                  ;7;2018;14.42;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CUESTA SAN VICENTE NUM 000004 ;CUESTA;SAN VICENTE;NUM;4;  ;MADRID                                                                ;MADRID                   ;687515
LEVE      ;CL CONDE DE VILCHES 23                  ;7;2018;15.12;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;CALLE CUEVAS DEL ALMANZORA NUM 000011 ;CALLE;CUEVAS DEL ALMANZORA;NUM;11;  ;MADRID                                                                ;MADRID                   ;226200
LEVE      ;CL ERASO 34                             ;7;2018;15.14;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE CUEVAS DEL ALMANZORA NUM 000042 ;CALLE;CUEVAS DEL ALMANZORA;NUM;42;  ;MADRID                                                                ;MADRID                   ;226200
LEVE      ;CL NUÑEZ MORGADO 9                      ;7;2018;10.13;  90.00;SI;0;SER                 ;ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.                                                                        ;0;0;CALLE CULLERA NUM 000008 ;CALLE;CULLERA;NUM;8;  ;MADRID                                                                ;MADRID                   ;226575
LEVE      ;CL NUÑEZ MORGADO 9                      ;7;2018;12.31;  90.00;SI;0;SER                 ;ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.                                                                        ;0;0;CALLE DON RAMON DE LA CRUZ NUM 000074 ;CALLE;DON RAMON DE LA CRUZ;NUM;74;  ;MADRID                                                                ;MADRID                   ;248700
LEVE      ;CL JOSE ABASCAL 1                       ;7;2018;16.05;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;CALLE PINILLAS NUM 000030 A;CALLE;PINILLAS;NUM;30;A ;MADRID                                                                ;MADRID                   ;2489
LEVE      ;CL AGUSTIN DE FOXA 40                   ;7;2018;19.54;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE CAMINO DE LOS VINATEROS NUM 000167 ;CALLE;CAMINO DE LOS VINATEROS;NUM;167;  ;MADRID                                                                ;MADRID                   ;790100
LEVE      ;CL SANTA ENGRACIA 127                   ;7;2018;16.27;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;CALLE CAMINO DE LOS VINATEROS NUM 000047 ;CALLE;CAMINO DE LOS VINATEROS;NUM;47;  ;MADRID                                                                ;MADRID                   ;790100
LEVE      ;CL ENRIQUE LARRETA 2 A                  ;7;2018;20.50;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;CALLE LA DEL MANOJO DE ROSAS NUM 000069 ;CALLE;LA DEL MANOJO DE ROSAS;NUM;69;  ;MADRID                                                                ;MADRID                   ;426685
LEVE      ;AV MONFORTE DE LEMOS 32                 ;7;2018;13.06;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE DELICIAS NUM 000028 ;CALLE;DELICIAS;NUM;28;  ;MADRID                                                                ;MADRID                   ;234600
LEVE      ;CL DOLORES SCHEZ CARRASCOSA 3           ;7;2018;13.49;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;CALLE DERECHOS HUMANOS NUM 000008 ;CALLE;DERECHOS HUMANOS;NUM;8;  ;MADRID                                                                ;MADRID                   ;235350
LEVE      ;PO CASTELLANA 250                       ;7;2018;13.18;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;CALLE DIANA NUM 000013 ;CALLE;DIANA;NUM;13;  ;MADRID                                                                ;MADRID                   ;236600
LEVE      ;PO CASTELLANA 300                       ;7;2018;09.52;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE DIEGO MANCHADO NUM 000076 ;CALLE;DIEGO MANCHADO;NUM;76;  ;MADRID                                                                ;MADRID                   ;238200
LEVE      ;CL MATEO INURRIA 15                     ;7;2018;13.58;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;CALLE LA DILIGENCIA NUM 000006 ;CALLE;LA DILIGENCIA;NUM;6;  ;MADRID                                                                ;MADRID                   ;2217
LEVE      ;CL SAN RAMON NONATO 2                   ;7;2018;10.16;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE DISCOBOLO NUM 000091 ;CALLE;DISCOBOLO;NUM;91;  ;MADRID                                                                ;MADRID                   ;238900
GRAVE     ;AV BURGOS 42                            ;7;2018;10.54; 200.00;SI;0;SER                 ;ESTACIONAR EN CARRIL DE CIRCULACION.                                                                                         ;0;0;CALLE DOCE DE OCTUBRE NUM 000024 ;CALLE;DOCE DE OCTUBRE;NUM;24;  ;MADRID                                                                ;MADRID                   ;239500
LEVE      ;CL AGUSTIN DE FOXA 24                   ;7;2018;14.00;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;AVENIDA DOCTOR ARCE NUM 000035 ;AVENIDA;DOCTOR ARCE;NUM;35;  ;MADRID                                                                ;MADRID                   ;239700
GRAVE     ;AV BURGOS 42                            ;7;2018;10.56; 200.00;SI;0;SER                 ;ESTACIONAR EN CARRIL DE CIRCULACION.                                                                                         ;0;0;CALLE DOCTOR ESQUERDO NUM 000177 ;CALLE;DOCTOR ESQUERDO;NUM;177;  ;MADRID                                                                ;MADRID                   ;241300
LEVE      ;CL AGUSTIN DE FOXA 13                   ;7;2018;14.12;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;AVENIDA DOCTOR FEDERICO RUBIO Y GALI NUM 000009 ;AVENIDA;DOCTOR FEDERICO RUBIO Y GALI;NUM;9;  ;MADRID                                                                ;MADRID                   ;241500
LEVE      ;CL PASTORA IMPERIO 2                    ;7;2018;10.59;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;AVENIDA DOCTOR FEDERICO RUBIO Y GALI NUM 000006 ;AVENIDA;DOCTOR FEDERICO RUBIO Y GALI;NUM;6;  ;MADRID                                                                ;MADRID                   ;241500
LEVE      ;CL MAURICIO LEGENDRE 2                  ;7;2018;12.25;  90.00;SI;0;SER                 ;ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.                                                                        ;0;0;AVENIDA DOCTOR FEDERICO RUBIO Y GALI NUM 000014 ;AVENIDA;DOCTOR FEDERICO RUBIO Y GALI;NUM;14;  ;MADRID                                                                ;MADRID                   ;241500
GRAVE     ;CL AGUSTIN DE FOXA 23                   ;7;2018;12.36; 200.00;SI;0;SER                 ;ESTACIONAR DIFICULTANDOEL GIRO O IMPIDIENDO EL PASO DE VEHÍCULOS.                                                            ;0;0;AVENIDA DOCTOR FEDERICO RUBIO Y GALI NUM 000022 ;AVENIDA;DOCTOR FEDERICO RUBIO Y GALI;NUM;22;  ;MADRID                                                                ;MADRID                   ;241500
LEVE      ;CL MAURICIO LEGENDRE 17                 ;7;2018;12.48;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;AVENIDA DOCTOR FEDERICO RUBIO Y GALI NUM 000027 ;AVENIDA;DOCTOR FEDERICO RUBIO Y GALI;NUM;27;  ;MADRID                                                                ;MADRID                   ;241500
LEVE      ;PO CASTELLANA 232                       ;7;2018;14.17;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;AVENIDA DOCTOR FEDERICO RUBIO Y GALI NUM 000028 ;AVENIDA;DOCTOR FEDERICO RUBIO Y GALI;NUM;28;  ;MADRID                                                                ;MADRID                   ;241500
LEVE      ;AV BURGOS 19                            ;7;2018;14.57;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;AVENIDA DOCTOR FEDERICO RUBIO Y GALI NUM 000030 ;AVENIDA;DOCTOR FEDERICO RUBIO Y GALI;NUM;30;  ;MADRID                                                                ;MADRID                   ;241500
LEVE      ;CL MATEO INURRIA 11                     ;7;2018;15.15;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;AVENIDA DOCTOR FEDERICO RUBIO Y GALI NUM 000060 ;AVENIDA;DOCTOR FEDERICO RUBIO Y GALI;NUM;60;  ;MADRID                                                                ;MADRID                   ;241500
LEVE      ;CL MANUEL FERRERO 22                    ;7;2018;13.02;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;AVENIDA DOCTOR FEDERICO RUBIO Y GALI NUM 000071 ;AVENIDA;DOCTOR FEDERICO RUBIO Y GALI;NUM;71;  ;MADRID                                                                ;MADRID                   ;241500
LEVE      ;PO CASTELLANA 286                       ;7;2018;10.38;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;AVENIDA DOCTOR FEDERICO RUBIO Y GALI NUM 000073 ;AVENIDA;DOCTOR FEDERICO RUBIO Y GALI;NUM;73;  ;MADRID                                                                ;MADRID                   ;241500
LEVE      ;AV BURGOS 19                            ;7;2018;13.20;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;AVENIDA DOCTOR FEDERICO RUBIO Y GALI NUM 000108 ;AVENIDA;DOCTOR FEDERICO RUBIO Y GALI;NUM;108;  ;MADRID                                                                ;MADRID                   ;241500
GRAVE     ;PO CASTELLANA 298                       ;7;2018;09.12; 200.00;SI;0;SER                 ;ESTACIONAR EN ZONA SEÑALIZADA PARA USO EXCLUSIVO DE PERSONAS CON MOVILIDAD REDUCIDA.                                         ;0;0;AVENIDA DOCTOR FEDERICO RUBIO Y GALI NUM 000110 ;AVENIDA;DOCTOR FEDERICO RUBIO Y GALI;NUM;110;  ;MADRID                                                                ;MADRID                   ;241500
LEVE      ;PO CASTELLANA 292                       ;7;2018;10.28;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;AVENIDA DOCTOR FEDERICO RUBIO Y GALI NUM 000112 ;AVENIDA;DOCTOR FEDERICO RUBIO Y GALI;NUM;112;  ;MADRID                                                                ;MADRID                   ;241500
LEVE      ;AV BURGOS 22                            ;7;2018;13.33;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;AVENIDA DOCTOR GARCIA TAPIA NUM 000062 ;AVENIDA;DOCTOR GARCIA TAPIA;NUM;62;  ;MADRID                                                                ;MADRID                   ;241950
LEVE      ;AV BURGOS 30                            ;7;2018;13.44;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;AVENIDA DOCTOR GARCIA TAPIA NUM 000066 ;AVENIDA;DOCTOR GARCIA TAPIA;NUM;66;  ;MADRID                                                                ;MADRID                   ;241950
LEVE      ;CL MEMORIAL 11 DE MARZO DE 200          ;7;2018;13.54;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;AVENIDA DOCTOR GARCIA TAPIA NUM 000068 ;AVENIDA;DOCTOR GARCIA TAPIA;NUM;68;  ;MADRID                                                                ;MADRID                   ;241950
LEVE      ;CL SANTA ENGRACIA 127                   ;7;2018;16.30;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;AVENIDA DOCTOR GARCIA TAPIA NUM 000080 ;AVENIDA;DOCTOR GARCIA TAPIA;NUM;80;  ;MADRID                                                                ;MADRID                   ;241950
LEVE      ;CL MATEO INURRIA 31                     ;7;2018;13.57;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;AVENIDA DOCTOR GARCIA TAPIA NUM 000104 ;AVENIDA;DOCTOR GARCIA TAPIA;NUM;104;  ;MADRID                                                                ;MADRID                   ;241950
LEVE      ;CL GINZO DE LIMIA 31                    ;7;2018;13.16;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;AVENIDA DOCTOR GARCIA TAPIA NUM 000123 ;AVENIDA;DOCTOR GARCIA TAPIA;NUM;123;  ;MADRID                                                                ;MADRID                   ;241950
LEVE      ;PO CASTELLANA 300                       ;7;2018;14.52;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;AVENIDA DOCTOR GARCIA TAPIA NUM 000129 ;AVENIDA;DOCTOR GARCIA TAPIA;NUM;129;  ;MADRID                                                                ;MADRID                   ;241950
LEVE      ;CL MAURICIO LEGENDRE 29                 ;7;2018;14.15;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;AVENIDA DOCTOR GARCIA TAPIA NUM 000200 ;AVENIDA;DOCTOR GARCIA TAPIA;NUM;200;  ;MADRID                                                                ;MADRID                   ;241950
LEVE      ;PO CASTELLANA 292                       ;7;2018;11.05;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;CALLE DOCTOR MARTIN AREVALO NUM 000036 ;CALLE;DOCTOR MARTIN AREVALO;NUM;36;  ;MADRID                                                                ;MADRID                   ;243300
LEVE      ;CL MATEO INURRIA 15                     ;7;2018;14.26;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;CALLE DOCTOR SANCHIS BANUS NUM 000001 ;CALLE;DOCTOR SANCHIS BANUS;NUM;1;  ;MADRID                                                                ;MADRID                   ;244700
LEVE      ;CL CONDE DE TORRALBA 7                  ;7;2018;14.56;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;PASEO JUAN ANTONIO VALLEJO-NAJERA BOTAS NUM 000050 ;PASEO;JUAN ANTONIO VALLEJO-NAJERA BOTAS;NUM;50;  ;MADRID                                                                ;MADRID                   ;917
LEVE      ;CL MANUEL CALDEIRO 1                    ;7;2018;15.00;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE DODGE NUM 000001 ;CALLE;DODGE;NUM;1;  ;MADRID                                                                ;MADRID                   ;31000004
LEVE      ;PO CASTELLANA 298                       ;7;2018;11.09;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE DODGE NUM 000002 ;CALLE;DODGE;NUM;2;  ;MADRID                                                                ;MADRID                   ;31000004
LEVE      ;CL BUGANVILLA 4                         ;7;2018;15.19;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE DODGE NUM 000003 ;CALLE;DODGE;NUM;3;  ;MADRID                                                                ;MADRID                   ;31000004
LEVE      ;PO CASTELLANA 300                       ;7;2018;12.45;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;CALLE DODGE NUM 000004 ;CALLE;DODGE;NUM;4;  ;MADRID                                                                ;MADRID                   ;31000004
LEVE      ;CL BAYONA 4                             ;7;2018;17.10;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE DOMINGO PARRAGA NUM 000016 ;CALLE;DOMINGO PARRAGA;NUM;16;  ;MADRID                                                                ;MADRID                   ;247700
LEVE      ;CL BAYONA 5                             ;7;2018;17.14;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;AVENIDA DONOSTIARRA NUM 000015 ;AVENIDA;DONOSTIARRA;NUM;15;  ;MADRID                                                                ;MADRID                   ;249500
LEVE      ;PO CASTELLANA 298                       ;7;2018;13.11;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE DOCTOR ESQUERDO NUM 000059 ;CALLE;DOCTOR ESQUERDO;NUM;59;  ;MADRID                                                                ;MADRID                   ;241300
LEVE      ;CL SANTA ENGRACIA 127                   ;7;2018;16.33;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;CALLE DOCTOR CASTELO NUM 000043 ;CALLE;DOCTOR CASTELO;NUM;43;  ;MADRID                                                                ;MADRID                   ;240700
LEVE      ;PO CASTELLANA 292                       ;7;2018;13.17;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;CALLE DOCTOR ESQUERDO NUM 000150 ;CALLE;DOCTOR ESQUERDO;NUM;150;  ;MADRID                                                                ;MADRID                   ;241300
LEVE      ;CL MANUEL CALDEIRO 2                    ;7;2018;13.51;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;CALLE DOCTOR ESQUERDO NUM 000162 ;CALLE;DOCTOR ESQUERDO;NUM;162;  ;MADRID                                                                ;MADRID                   ;241300
LEVE      ;AV BRUSELAS 66                          ;7;2018;19.39;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;AVENIDA DOCTOR FEDERICO RUBIO Y GALI NUM 000006 ;AVENIDA;DOCTOR FEDERICO RUBIO Y GALI;NUM;6;  ;MADRID                                                                ;MADRID                   ;241500
LEVE      ;CL MANUEL CALDEIRO 2                    ;7;2018;13.55;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;AVENIDA DOCTOR FEDERICO RUBIO Y GALI NUM 000057 ;AVENIDA;DOCTOR FEDERICO RUBIO Y GALI;NUM;57;  ;MADRID                                                                ;MADRID                   ;241500
LEVE      ;AV BRUSELAS 46                          ;7;2018;20.30;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE DOCTOR FOURQUET NUM 000012 ;CALLE;DOCTOR FOURQUET;NUM;12;  ;MADRID                                                                ;MADRID                   ;241900
LEVE      ;CL DOCTOR FLEMING 24                    ;7;2018;10.03;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE DOCTOR GOMEZ ULLA NUM 000022 ;CALLE;DOCTOR GOMEZ ULLA;NUM;22;  ;MADRID                                                                ;MADRID                   ;242000
LEVE      ;PO CASTELLANA 300                       ;7;2018;14.10;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE DOCTOR RAMON CASTROVIEJO NUM 000059 ;CALLE;DOCTOR RAMON CASTROVIEJO;NUM;59;  ;MADRID                                                                ;MADRID                   ;944
LEVE      ;CL PADRE DAMIAN 18                      ;7;2018;10.18;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE DOCTOR SANCHIS BANUS NUM 000003 ;CALLE;DOCTOR SANCHIS BANUS;NUM;3;  ;MADRID                                                                ;MADRID                   ;244700
LEVE      ;CL LIGULA 6                             ;7;2018;10.26;  30.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓNHORARIA,REBASANDO EL TIEMPO MÁXIMO     ;0;0;CALLE DOCTOR SANCHIS BANUS NUM 000021 ;CALLE;DOCTOR SANCHIS BANUS;NUM;21;  ;MADRID                                                                ;MADRID                   ;244700
LEVE      ;CL VICTOR ANDRES BELAUNDE 47            ;7;2018;10.46;  60.00;SI;0;SER                 ;ESTACIONAR CON AUTORIZACIÓN NO VÁLIDA.                                                                                       ;0;0;CALLE DUQUE DE SESTO NUM 000005 ;CALLE;DUQUE DE SESTO;NUM;5;  ;MADRID                                                                ;MADRID                   ;254100
LEVE      ;CL CONDE DE TORRALBA 3                  ;7;2018;14.22;  90.00;SI;0;SER                 ;ESTACIONAR SOBRE LA ACERA.                                                                                                   ;0;0;CALLE DURCAL NUM 000020 ;CALLE;DURCAL;NUM;20;  ;MADRID                                                                ;MADRID                   ;255360
LEVE      ;CL COLOMBIA 50                          ;7;2018;11.12;  90.00;SI;0;SER                 ;ESTACIONAR, SIN LA CORRESPONDIENTE AUTORIZACIÓN, EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.         ;0;0;CALLE EDUARDO BARREIROS NUM 000013 ;CALLE;EDUARDO BARREIROS;NUM;13;  ;MADRID                                                                ;MADRID                   ;789100
